"identifier","palms_datetime","dow","lat","lon","fixtypecode","iov","tripnumber","triptype","tripmot","activity","activityintensity","activityboutnumber","sedentaryboutnumber"
"BC0627",2013-08-26 11:08:45,1,-36.80079465,174.69962969,2,0,1,1,1,0,0,0,2
"BC0627",2013-08-26 11:09:00,1,-36.80054081,174.69989964,1,1,1,2,1,118,1,0,2
"BC0627",2013-08-26 11:09:15,1,-36.80054587,174.69991209,1,0,1,2,1,312,1,0,0
"BC0627",2013-08-26 11:09:30,1,-36.80038721,174.69979841,1,0,1,2,1,1236,3,0,0
"BC0627",2013-08-26 11:09:45,1,-36.80022314,174.69991945,1,0,1,2,1,1146,3,0,0
"BC0627",2013-08-26 11:10:00,1,-36.80007559,174.70009887,1,0,1,2,1,1265,3,0,0
"BC0627",2013-08-26 11:10:15,1,-36.80003868,174.70034121,1,0,1,2,1,1122,3,0,0
"BC0627",2013-08-26 11:10:30,1,-36.79996349,174.70056826,1,0,1,2,1,1366,3,0,0
"BC0627",2013-08-26 11:10:45,1,-36.79987635,174.70077569,1,0,1,2,1,1420,3,0,0
"BC0627",2013-08-26 11:11:00,1,-36.79997766,174.70091176,1,0,1,2,1,1011,3,0,0
"BC0627",2013-08-26 11:11:15,1,-36.79995753,174.70094898,1,1,1,2,1,126,1,0,0
"BC0627",2013-08-26 11:11:30,1,-36.79988146,174.70101568,1,0,1,4,1,0,0,0,0
"BC0627",2013-08-26 11:11:45,1,-36.79983871,174.70106623,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:12:00,1,-36.79982184,174.70112577,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:12:15,1,-36.7998412,174.70115128,1,1,0,0,0,40,1,0,0
"BC0627",2013-08-26 11:12:30,1,-36.79982751,174.70115261,1,0,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:12:45,1,-36.79987656,174.70108408,1,0,0,0,0,632,2,0,0
"BC0627",2013-08-26 11:13:00,1,-36.79986028,174.70101394,1,0,0,0,0,226,1,0,0
"BC0627",2013-08-26 11:13:15,1,-36.79986577,174.7010091,1,0,0,0,0,205,1,0,0
"BC0627",2013-08-26 11:13:30,1,-36.79985283,174.70106225,1,0,0,0,0,19,0,0,0
"BC0627",2013-08-26 11:13:45,1,-36.79986298,174.7010252,1,0,0,0,0,488,1,0,0
"BC0627",2013-08-26 11:14:00,1,-36.79991792,174.70100696,1,0,0,0,0,177,1,0,0
"BC0627",2013-08-26 11:14:15,1,-36.79993651,174.70102036,1,0,0,0,0,440,1,0,0
"BC0627",2013-08-26 11:14:30,1,-36.79995632,174.70101033,1,1,0,0,0,569,1,0,0
"BC0627",2013-08-26 11:14:45,1,-36.79995591,174.70100144,1,0,0,0,0,45,1,0,0
"BC0627",2013-08-26 11:15:00,1,-36.7998781,174.70098036,1,0,0,0,0,75,1,0,0
"BC0627",2013-08-26 11:15:15,1,-36.79986842,174.70096589,1,0,0,0,0,168,1,0,0
"BC0627",2013-08-26 11:15:30,1,-36.79988517,174.70095117,1,0,0,0,0,658,2,0,0
"BC0627",2013-08-26 11:15:45,1,-36.79989824,174.70079353,1,0,0,0,0,304,1,0,0
"BC0627",2013-08-26 11:16:00,1,-36.79986595,174.70082083,1,0,0,0,0,429,1,0,0
"BC0627",2013-08-26 11:16:15,1,-36.79984813,174.70085456,1,0,0,0,0,412,1,0,0
"BC0627",2013-08-26 11:16:30,1,-36.79985498,174.7009135,1,0,0,0,0,80,1,0,0
"BC0627",2013-08-26 11:16:45,1,-36.79987235,174.70088044,1,0,0,0,0,269,1,0,0
"BC0627",2013-08-26 11:17:00,1,-36.79987613,174.7009058,1,0,0,0,0,97,1,0,0
"BC0627",2013-08-26 11:17:15,1,-36.79991231,174.70095804,1,0,0,0,0,66,1,0,0
"BC0627",2013-08-26 11:17:30,1,-36.79987501,174.70096238,1,0,0,0,0,183,1,0,0
"BC0627",2013-08-26 11:17:45,1,-36.79982238,174.70096655,1,0,0,0,0,448,1,0,0
"BC0627",2013-08-26 11:18:00,1,-36.79986331,174.70096503,1,1,0,0,0,128,1,0,0
"BC0627",2013-08-26 11:18:15,1,-36.79982748,174.70096175,1,0,0,0,0,11,0,0,0
"BC0627",2013-08-26 11:18:30,1,-36.79982455,174.70095047,1,0,0,0,0,275,1,0,0
"BC0627",2013-08-26 11:18:45,1,-36.79979793,174.70095019,1,0,0,0,0,138,1,0,0
"BC0627",2013-08-26 11:19:00,1,-36.79981894,174.70094338,1,0,0,0,0,200,1,0,0
"BC0627",2013-08-26 11:19:15,1,-36.79981054,174.70095233,1,0,0,0,0,298,1,0,0
"BC0627",2013-08-26 11:19:30,1,-36.79979975,174.70095438,1,0,0,0,0,201,1,0,0
"BC0627",2013-08-26 11:19:45,1,-36.79979969,174.70098724,1,0,0,0,0,202,1,0,0
"BC0627",2013-08-26 11:20:00,1,-36.79981769,174.70099506,1,0,0,0,0,209,1,0,0
"BC0627",2013-08-26 11:20:15,1,-36.79983968,174.70095055,1,0,0,0,0,408,1,0,0
"BC0627",2013-08-26 11:20:30,1,-36.79987491,174.70096436,1,0,0,0,0,41,1,0,0
"BC0627",2013-08-26 11:20:45,1,-36.79986396,174.70094253,1,0,0,0,0,120,1,0,0
"BC0627",2013-08-26 11:21:00,1,-36.79988125,174.70094238,1,0,0,0,0,384,1,0,0
"BC0627",2013-08-26 11:21:15,1,-36.799877,174.7009266,1,1,0,0,0,308,1,0,0
"BC0627",2013-08-26 11:21:30,1,-36.79984818,174.70095861,1,0,0,0,0,55,1,0,0
"BC0627",2013-08-26 11:21:45,1,-36.7998255,174.70098172,1,1,0,0,0,1,0,0,0
"BC0627",2013-08-26 11:22:00,1,-36.79975493,174.70104171,1,1,0,0,0,158,1,0,0
"BC0627",2013-08-26 11:22:15,1,-36.79977544,174.70106369,1,0,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:22:30,1,-36.79983388,174.70095389,1,1,0,0,0,367,1,0,0
"BC0627",2013-08-26 11:22:45,1,-36.79984095,174.70094028,1,1,0,0,0,15,0,0,0
"BC0627",2013-08-26 11:23:00,1,-36.79981704,174.70099401,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:23:15,1,-36.79980567,174.70104337,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:23:30,1,-36.79980551,174.70104449,1,1,0,0,0,98,1,0,0
"BC0627",2013-08-26 11:23:45,1,-36.79980856,174.70103857,1,1,0,0,0,9,0,0,0
"BC0627",2013-08-26 11:24:00,1,-36.79980692,174.70104183,1,0,0,0,0,65,1,0,0
"BC0627",2013-08-26 11:24:15,1,-36.79982569,174.70103782,1,0,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:24:30,1,-36.79986374,174.70102345,1,1,0,0,0,13,0,0,0
"BC0627",2013-08-26 11:24:45,1,-36.79988183,174.70099123,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:25:00,1,-36.79987336,174.70099426,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:25:15,1,-36.79984206,174.70101434,1,1,0,0,0,0,0,0,0
"BC0627",2013-08-26 11:25:30,1,-36.79989975,174.70099078,1,0,0,0,0,225,1,0,0
"BC0627",2013-08-26 11:25:45,1,-36.79980432,174.70093781,1,0,0,0,0,492,1,0,0
"BC0627",2013-08-26 11:26:00,1,-36.79974762,174.70084868,1,0,0,0,0,283,1,0,0
"BC0627",2013-08-26 11:26:15,1,-36.79978165,174.70077004,1,0,0,0,0,204,1,0,0
"BC0627",2013-08-26 11:26:30,1,-36.79987195,174.70060983,1,0,0,0,0,539,1,0,0
"BC0627",2013-08-26 11:26:45,1,-36.80005706,174.70047913,1,0,0,0,0,923,2,0,0
"BC0627",2013-08-26 11:27:00,1,-36.80025253,174.70058746,1,0,0,0,0,1146,3,0,0
"BC0627",2013-08-26 11:27:15,1,-36.80034146,174.70044588,1,0,0,0,0,1102,3,0,0
"BC0627",2013-08-26 11:27:30,1,-36.80037768,174.70029187,1,0,0,0,0,999,2,0,0
"BC0627",2013-08-26 11:27:45,1,-36.80034152,174.7002426,1,1,0,0,0,673,2,0,0
"BC0627",2013-08-26 11:28:00,1,-36.80033799,174.70023041,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:28:15,1,-36.80033888,174.70024765,1,1,0,0,0,1,0,0,3
"BC0627",2013-08-26 11:28:30,1,-36.80030792,174.70022415,1,1,0,0,0,133,1,0,3
"BC0627",2013-08-26 11:28:45,1,-36.80033381,174.70018543,1,1,0,0,0,10,0,0,3
"BC0627",2013-08-26 11:29:00,1,-36.80035843,174.70012633,1,1,0,0,0,228,1,0,3
"BC0627",2013-08-26 11:29:15,1,-36.80030367,174.70017331,1,1,0,0,0,101,1,0,3
"BC0627",2013-08-26 11:29:30,1,-36.80030367,174.70017331,6,1,0,0,0,50,1,0,3
"BC0627",2013-08-26 11:29:45,1,-36.80021693,174.7001569,1,1,0,0,0,32,1,0,3
"BC0627",2013-08-26 11:30:00,1,-36.80025376,174.70015444,1,1,0,0,0,34,1,0,3
"BC0627",2013-08-26 11:30:15,1,-36.80028929,174.70019325,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:30:30,1,-36.80032809,174.70013555,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:30:45,1,-36.80037454,174.70010836,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:31:00,1,-36.80031203,174.70016152,1,1,0,0,0,14,0,0,3
"BC0627",2013-08-26 11:31:15,1,-36.80029719,174.70016283,1,1,0,0,0,1551,3,0,3
"BC0627",2013-08-26 11:31:30,1,-36.80029094,174.70017288,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:31:45,1,-36.80030074,174.70017372,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:32:00,1,-36.80030694,174.70015455,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:32:15,1,-36.80027972,174.70014073,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:32:30,1,-36.80045605,174.70000512,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:32:45,1,-36.80040826,174.69997738,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:33:00,1,-36.80040503,174.69998109,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:33:15,1,-36.80038707,174.69998177,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:33:30,1,-36.80029239,174.70003331,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:33:45,1,-36.80026311,174.7000562,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:34:00,1,-36.80025794,174.70006822,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:34:15,1,-36.80026015,174.70008919,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:34:30,1,-36.80025782,174.70015025,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:34:45,1,-36.80024979,174.7001656,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:35:00,1,-36.80024702,174.70017673,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:35:15,1,-36.80020097,174.70015951,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:35:30,1,-36.80019863,174.70016077,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:35:45,1,-36.80023361,174.70013269,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:36:00,1,-36.80030516,174.70010647,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:36:15,1,-36.80029349,174.70006659,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:36:30,1,-36.80027002,174.70008364,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:36:45,1,-36.80023297,174.70009677,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:37:00,1,-36.80022781,174.70008233,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:37:15,1,-36.80023279,174.70011751,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:37:30,1,-36.80021658,174.70009972,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:37:45,1,-36.80025339,174.70007262,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:38:00,1,-36.80026502,174.70004297,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:38:15,1,-36.80025803,174.70004925,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:38:30,1,-36.80026659,174.70010682,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:38:45,1,-36.80023876,174.70015002,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:39:00,1,-36.80027165,174.70013821,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:39:15,1,-36.80029007,174.70009984,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:39:30,1,-36.80029188,174.70010161,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:39:45,1,-36.80021403,174.7001353,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:40:00,1,-36.80026561,174.70015588,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:40:15,1,-36.80026287,174.70014632,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:40:30,1,-36.80024089,174.70020377,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:40:45,1,-36.80026173,174.70019477,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:41:00,1,-36.80027149,174.70020336,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:41:15,1,-36.80026716,174.70020676,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:41:30,1,-36.80026562,174.70023255,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:41:45,1,-36.80020637,174.70032684,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:42:00,1,-36.80022479,174.70029228,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:42:15,1,-36.80022983,174.70022947,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:42:30,1,-36.80027377,174.70019939,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:42:45,1,-36.80028436,174.70018472,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:43:00,1,-36.80023342,174.70016515,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:43:15,1,-36.80023542,174.70016369,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:43:30,1,-36.80024383,174.70008985,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:43:45,1,-36.80027702,174.70004051,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:44:00,1,-36.80031614,174.70004563,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:44:15,1,-36.80034481,174.7001154,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:44:30,1,-36.80028336,174.70016136,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:44:45,1,-36.80024552,174.70026261,1,1,0,0,0,31,1,0,3
"BC0627",2013-08-26 11:45:00,1,-36.80021466,174.70027447,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:45:15,1,-36.80021818,174.70016316,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:45:30,1,-36.80021883,174.70015184,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:45:45,1,-36.80022743,174.70026581,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:46:00,1,-36.80024861,174.70026163,1,1,0,0,0,12,0,0,3
"BC0627",2013-08-26 11:46:15,1,-36.80026722,174.70024737,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:46:30,1,-36.80025783,174.70023192,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:46:45,1,-36.80026628,174.7001892,1,1,0,0,0,2,0,0,3
"BC0627",2013-08-26 11:47:00,1,-36.80026761,174.70019574,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:47:15,1,-36.80028869,174.7001153,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:47:30,1,-36.80027902,174.70011096,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:47:45,1,-36.80029091,174.70010308,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:48:00,1,-36.80029965,174.70010416,1,1,0,0,0,7,0,0,3
"BC0627",2013-08-26 11:48:15,1,-36.80033528,174.70008014,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:48:30,1,-36.80032005,174.70009454,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:48:45,1,-36.80027312,174.70017252,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:49:00,1,-36.80021701,174.70023763,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:49:15,1,-36.80020148,174.70024504,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:49:30,1,-36.80022778,174.70023449,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:49:45,1,-36.80025678,174.70021215,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:50:00,1,-36.80027159,174.70016245,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:50:15,1,-36.80029259,174.70012042,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:50:30,1,-36.80029771,174.70011909,1,1,0,0,0,7,0,0,3
"BC0627",2013-08-26 11:50:45,1,-36.80030111,174.70008925,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:51:00,1,-36.80030844,174.70010172,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:51:15,1,-36.80031348,174.70010841,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:51:30,1,-36.80030616,174.70013511,1,1,0,0,0,49,1,0,3
"BC0627",2013-08-26 11:51:45,1,-36.80031493,174.70011524,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:52:00,1,-36.80027459,174.70009402,1,1,0,0,0,224,1,0,3
"BC0627",2013-08-26 11:52:15,1,-36.80028227,174.70004175,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:52:30,1,-36.80031988,174.70002465,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:52:45,1,-36.80028179,174.70005755,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:53:00,1,-36.80025712,174.70007305,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:53:15,1,-36.8002517,174.70008272,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:53:30,1,-36.80024701,174.70010632,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:53:45,1,-36.80024726,174.70011098,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:54:00,1,-36.80019123,174.70020781,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:54:15,1,-36.80013796,174.70024389,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:54:30,1,-36.80016394,174.70022131,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:54:45,1,-36.80018768,174.70025037,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:55:00,1,-36.80022443,174.70022698,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:55:15,1,-36.80024129,174.70022769,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:55:30,1,-36.80027914,174.70020132,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:55:45,1,-36.8002709,174.70018638,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:56:00,1,-36.80023463,174.70024024,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:56:15,1,-36.80029488,174.70027003,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:56:30,1,-36.80030702,174.70024446,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:56:45,1,-36.80027539,174.70021091,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:57:00,1,-36.80024151,174.70022855,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:57:15,1,-36.80023308,174.70025844,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:57:30,1,-36.80024329,174.70026263,1,1,0,0,0,15,0,0,3
"BC0627",2013-08-26 11:57:45,1,-36.80023958,174.70023626,1,1,0,0,0,126,1,0,3
"BC0627",2013-08-26 11:58:00,1,-36.80021955,174.70022496,1,1,0,0,0,7,0,0,3
"BC0627",2013-08-26 11:58:15,1,-36.80022869,174.70024762,1,1,0,0,0,25,1,0,3
"BC0627",2013-08-26 11:58:30,1,-36.8002295,174.70022988,1,1,0,0,0,10,0,0,3
"BC0627",2013-08-26 11:58:45,1,-36.80028088,174.70011947,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:59:00,1,-36.80026239,174.70011124,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:59:15,1,-36.80023856,174.70012299,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:59:30,1,-36.80023771,174.70012175,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 11:59:45,1,-36.80019688,174.70011857,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:00:00,1,-36.80022325,174.70012824,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:00:15,1,-36.80023695,174.70011904,1,1,0,0,0,8,0,0,3
"BC0627",2013-08-26 12:00:30,1,-36.80022265,174.7001322,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:00:45,1,-36.80021353,174.70017002,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:01:00,1,-36.8002199,174.70019687,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:01:15,1,-36.80026515,174.70023707,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:01:30,1,-36.8002225,174.70024878,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:01:45,1,-36.80020424,174.70025957,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:02:00,1,-36.80018708,174.70020782,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:02:15,1,-36.80018955,174.70019831,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:02:30,1,-36.80021589,174.70017743,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:02:45,1,-36.80022878,174.70013215,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:03:00,1,-36.80022878,174.70013215,6,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:03:15,1,-36.80022842,174.70021783,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:03:30,1,-36.80022614,174.70016807,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:03:45,1,-36.80018859,174.70023373,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:04:00,1,-36.80021067,174.70019955,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:04:15,1,-36.80022035,174.70020856,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:04:30,1,-36.80023571,174.70016638,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:04:45,1,-36.80023271,174.70015319,1,1,0,0,0,3,0,0,3
"BC0627",2013-08-26 12:05:00,1,-36.8002415,174.70010089,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:05:15,1,-36.80023648,174.70015705,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:05:30,1,-36.80022696,174.70016237,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:05:45,1,-36.80021902,174.70017717,1,1,0,0,0,118,1,0,3
"BC0627",2013-08-26 12:06:00,1,-36.8002489,174.70012442,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:06:15,1,-36.80028052,174.70015649,1,1,0,0,0,10,0,0,3
"BC0627",2013-08-26 12:06:30,1,-36.8002703,174.70016236,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:06:45,1,-36.80024092,174.70020681,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:07:00,1,-36.8002447,174.70024318,1,1,0,0,0,10,0,0,3
"BC0627",2013-08-26 12:07:15,1,-36.80028312,174.70016716,1,1,0,0,0,8,0,0,3
"BC0627",2013-08-26 12:07:30,1,-36.80027183,174.70016276,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:07:45,1,-36.80026642,174.70018833,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:08:00,1,-36.80026525,174.70020327,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:08:15,1,-36.8002485,174.70020258,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:08:30,1,-36.80021674,174.70020251,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:08:45,1,-36.80019466,174.70016439,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:09:00,1,-36.80016863,174.7001601,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:09:15,1,-36.80021149,174.70011337,1,1,0,0,0,3,0,0,3
"BC0627",2013-08-26 12:09:30,1,-36.80023933,174.70010225,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:09:45,1,-36.80024777,174.70012262,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:10:00,1,-36.80024392,174.70014288,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:10:15,1,-36.80019801,174.70016087,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:10:30,1,-36.80020913,174.70016423,1,1,0,0,0,23,0,0,3
"BC0627",2013-08-26 12:10:45,1,-36.80025464,174.70016379,1,1,0,0,0,6,0,0,3
"BC0627",2013-08-26 12:11:00,1,-36.80025571,174.70014568,1,1,0,0,0,18,0,0,3
"BC0627",2013-08-26 12:11:15,1,-36.80022972,174.70014998,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:11:30,1,-36.80023033,174.70017998,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:11:45,1,-36.80023283,174.70014046,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:12:00,1,-36.80024332,174.70007748,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:12:15,1,-36.80024519,174.70002432,1,1,0,0,0,13,0,0,3
"BC0627",2013-08-26 12:12:30,1,-36.80023594,174.70009217,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:12:45,1,-36.8002181,174.70011377,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:13:00,1,-36.80024793,174.70016333,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:13:15,1,-36.80025754,174.70014738,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:13:30,1,-36.80025699,174.70017733,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:13:45,1,-36.80025981,174.70016491,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:14:00,1,-36.8002851,174.7001188,1,1,0,0,0,2,0,0,3
"BC0627",2013-08-26 12:14:15,1,-36.8002635,174.70014227,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:14:30,1,-36.80025746,174.70014541,1,1,0,0,0,44,1,0,3
"BC0627",2013-08-26 12:14:45,1,-36.80025052,174.70016749,1,1,0,0,0,2,0,0,3
"BC0627",2013-08-26 12:15:00,1,-36.80027102,174.70011171,1,1,0,0,0,0,0,0,3
"BC0627",2013-08-26 12:15:15,1,-36.8002394,174.70010853,1,1,0,0,0,4,0,0,3
